,index,CO_CATEGORIA_ADMINISTRATIVA,CO_ORGANIZACAO_ACADEMICA,CO_TURNO_ALUNO,CO_GRAU_ACADEMICO,CO_MODALIDADE_ENSINO,CO_COR_RACA_ALUNO,NU_ANO_ALUNO_NASC,NU_MES_ALUNO_NASC,NU_DIA_ALUNO_NASC,CO_UF_NASCIMENTO,DT_INGRESSO_CURSO,IN_FINANC_ESTUDANTIL,IN_ING_CONVENIO_PECG,IN_SEXO_ALUNO,IN_MOBILIDADE_ACADEMICA,NO_OCDE_AREA_GERAL
"38540,177045b289ace12e131556d1f3ebb195b63a9166,5.0,2.0,3.0,1.0,1.0,1.0,1993,3,21,42.0,2011-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38553,be0d792d5e4136dc2ff396c26d1552a7ae75ff38,5.0,2.0,3.0,1.0,1.0,1.0,1989,3,19,42.0,2009-01-07,0.0,,1.0,0.0,""Engenharia, produção e construção"""
"38556,7e171d5dc3cf4eec425b0c2c19a688c79715361a,2.0,1.0,3.0,1.0,1.0,2.0,1981,11,14,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38557,ed1ce8868c12c72373da6bbf08c81dd11b6092d9,2.0,1.0,3.0,1.0,1.0,1.0,1998,6,19,42.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38558,ed24a7e01465545aae1982f816c484e4a62d36d0,2.0,1.0,4.0,1.0,1.0,3.0,1992,2,7,42.0,2010-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38560,5f3cfe3d620403d18b030aa5a9218eb36417eabe,2.0,1.0,3.0,1.0,1.0,1.0,1998,7,2,42.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38562,0d878f1320ce26aa426a7761fa1b569554ba42b1,2.0,1.0,4.0,1.0,1.0,1.0,1994,4,22,42.0,2012-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38564,8d7422eddd12687b298b5a70eca65a16427a0e5d,2.0,1.0,4.0,1.0,1.0,1.0,1995,5,16,42.0,2013-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38571,aaf23b3e25401bc0efe504bea7d8c984ec218410,1.0,1.0,4.0,1.0,1.0,1.0,1997,1,24,42.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38576,be0edc8e343dd7cfa0bbe2ac8fda3f6ff3d10e16,1.0,4.0,3.0,1.0,1.0,1.0,1993,1,7,42.0,2016-01-01,,,1.0,0.0,""Engenharia, produção e construção"""
"38580,ae81c04c510768002684f9c069851ccba16674ac,1.0,1.0,4.0,1.0,1.0,1.0,1990,2,12,42.0,2013-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38581,a7f0153c2e6dad80e546452f1fec3a17790ed6ce,2.0,1.0,4.0,1.0,1.0,1.0,1997,4,2,41.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38586,81a0eced0b111676dab0be841344979b7c44e3ef,5.0,2.0,3.0,1.0,1.0,1.0,1979,4,9,42.0,2012-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38588,40506618116083354164e890d6c4db25f7025446,5.0,1.0,3.0,1.0,1.0,0.0,1987,7,25,,2011-01-07,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38589,5436186e7f5486e8cb91bd388c15631a62a264ed,1.0,1.0,4.0,1.0,1.0,1.0,1985,11,20,,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38590,d613d1d9153c86132fde84d2697f05d16de70c2b,1.0,1.0,4.0,1.0,1.0,1.0,1997,2,28,53.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38591,cabeef47d825420ab7dc7c4bab4f7023ba4bb0fe,4.0,3.0,3.0,3.0,1.0,0.0,1990,5,26,,2014-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38592,0b18d541ecfbd76ce96c24e41d3e96fe4b3f265f,1.0,1.0,4.0,1.0,1.0,1.0,1992,9,17,42.0,2010-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"38594,818d004bd766ae93f6fe5e842709c715e98ad454,1.0,4.0,3.0,3.0,1.0,2.0,1990,8,9,41.0,2015-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"38596,718d837f928ba29610ad91c9e7804b0f1bf9c7d8,1.0,1.0,4.0,1.0,1.0,1.0,1993,7,26,43.0,2012-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38597,41ab328f14dddad3b96b95aeeea63be290c496f8,5.0,2.0,3.0,1.0,1.0,1.0,1993,12,29,42.0,2015-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38600,c55ebc488dcdc618f8e85068c2c746c7ee914b12,1.0,4.0,4.0,1.0,1.0,1.0,1995,12,31,42.0,2014-01-07,,,1.0,0.0,""Engenharia, produção e construção"""
"38607,bfa6dc569181f425b2860ac4877c5532f8142996,5.0,2.0,3.0,1.0,1.0,1.0,1992,1,22,42.0,2014-01-07,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38611,e9c326b958d4a0621b701b50f34f2a42ff49a309,5.0,1.0,1.0,1.0,1.0,0.0,1994,2,9,42.0,2014-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38614,42bff23a898846c55fbadf72c2ed09d02aab1149,5.0,2.0,3.0,1.0,1.0,1.0,1996,9,11,42.0,2016-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38616,d2faea986c8ad72658b761f3f095560b80421c10,4.0,3.0,3.0,1.0,1.0,1.0,1993,2,5,,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38618,97f4f7b436dc1b9824f1f7b6b6a3c9a8657d523c,1.0,4.0,4.0,1.0,1.0,0.0,1985,8,19,41.0,2016-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"38619,65b0b8eab37ee165185e2e6861293a26f25418fb,5.0,2.0,3.0,1.0,1.0,1.0,1988,4,29,42.0,2012-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38621,d60533dbf554d5cd837477d612068dbf8ba9c730,5.0,3.0,1.0,3.0,1.0,0.0,1996,2,6,42.0,2016-01-07,0.0,,0.0,0.0,""Engenharia, produção e construção"""
"38623,3db728e503aee25c50340a2fbec6853ef0033835,1.0,1.0,4.0,1.0,1.0,1.0,1996,9,19,42.0,2014-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38624,5570f386c41bd98d1c500d00eb9a78259397814c,5.0,3.0,3.0,3.0,1.0,1.0,1984,11,11,42.0,2012-01-01,0.0,,0.0,0.0,""Engenharia, produção e construção"""
"38627,f22f2eb92fe0df589f832fe1e42af2a0f820744a,2.0,1.0,4.0,1.0,1.0,1.0,1993,6,13,42.0,2011-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38629,eb9820f89b20e156fed1ca57fa83f459e7de5d84,1.0,1.0,4.0,1.0,1.0,3.0,1995,3,13,28.0,2013-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38632,aa500b1f80b3733b03fac8ff947c75df93b11261,5.0,2.0,3.0,1.0,1.0,1.0,1993,5,8,42.0,2011-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38633,76f33e5e445ef23ced1a61c77976ba89ab5694cb,4.0,3.0,3.0,1.0,1.0,1.0,1982,3,17,41.0,2014-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38637,2133cbf8f565c20fc430957ecdb8f0d4ed1fb9ab,5.0,3.0,3.0,3.0,1.0,0.0,1989,1,16,,2012-01-01,0.0,,0.0,0.0,""Engenharia, produção e construção"""
"38638,cf43ab815c35a3b403247dcdef33d4d9467fc37b,1.0,1.0,4.0,1.0,1.0,1.0,1996,2,27,35.0,2014-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38644,c02028592e3cf5eb4d9081b42afc236a9e7964e2,1.0,1.0,4.0,1.0,1.0,1.0,1992,1,15,42.0,2011-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38653,685a0bf3a6e24c82e44db313468b83d2a31e2447,1.0,1.0,4.0,1.0,1.0,3.0,1997,1,30,42.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38654,171abaf44aba384df46f4cdf2ac971c8d0fd61f5,2.0,1.0,4.0,1.0,1.0,1.0,1996,2,14,42.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38658,81cf56cf3d383ba0f8a0fc73d4d32fddf3c7949b,1.0,1.0,4.0,1.0,1.0,2.0,1991,3,16,35.0,2010-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38659,c6ba53cd2d36eb436c178911484abf081aebe9d9,1.0,1.0,4.0,1.0,1.0,2.0,1997,4,23,42.0,2015-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38660,b840eef36e80ed43e7ec644e4acf28bd865a5753,5.0,2.0,1.0,1.0,1.0,1.0,1993,5,13,42.0,2012-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38668,6fbbb38e43cf319a2c6e6302b251ea77c87dd64e,2.0,1.0,4.0,1.0,1.0,2.0,1998,12,16,43.0,2016-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38669,897d55093e94e66f5f3eabd622e914b1538abaf1,1.0,4.0,4.0,1.0,1.0,1.0,1994,12,2,42.0,2014-01-01,,,1.0,0.0,""Engenharia, produção e construção"""
"38670,b7610c7b05a389f8b916f76aec168cd08bcf3d04,2.0,1.0,4.0,1.0,1.0,1.0,1997,5,23,42.0,2014-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38671,d667a8241d70ad17e88de7c64a0e8927f67023b4,1.0,4.0,1.0,1.0,1.0,1.0,1988,7,6,42.0,2016-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"38675,1d5e07ca5e28ac328a9be55123771e0b33e3696f,1.0,1.0,4.0,1.0,1.0,1.0,1996,3,10,42.0,2014-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38677,7c0029aec63626224286d0ae2ecb5936091f3c72,1.0,4.0,4.0,1.0,1.0,1.0,1997,4,2,42.0,2016-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"38678,8abb6b6720e5664642fa24445225c24f52c84b9c,1.0,4.0,4.0,1.0,1.0,1.0,1993,1,28,42.0,2013-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"38680,7466e6541d3b24253dd7cef270e3c739363e6524,5.0,2.0,1.0,1.0,1.0,1.0,1998,8,6,42.0,2016-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38683,5df4a943902c98570dd229b2e07647c43c5a6be1,1.0,4.0,1.0,1.0,1.0,1.0,1997,7,12,43.0,2016-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"38684,7b1149ca84fec9f8a4aefbd2fa942da63fdda802,1.0,1.0,4.0,1.0,1.0,1.0,1992,7,15,35.0,2012-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"38685,bce1a801dca61d175a700a4610a7dbca5a9943a3,5.0,2.0,3.0,1.0,1.0,1.0,1997,3,8,42.0,2016-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38694,50c8685e827ea9e30f2cd83465296d603cf1cdfa,1.0,1.0,4.0,1.0,1.0,1.0,1998,12,8,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38699,2985dd0060e1329cba6c01923a4f52e69b8db942,5.0,1.0,3.0,1.0,1.0,1.0,1997,3,5,35.0,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38701,89e20479a0e62662588f4d93a8ea7c95b493e790,5.0,2.0,3.0,1.0,1.0,3.0,1994,10,25,42.0,2015-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38704,3667fa079b7b8e7ed7c8aed5d999812f899f915c,5.0,1.0,3.0,1.0,1.0,1.0,1998,2,16,42.0,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38707,281195c1fd6ae034c0582bb073d173c0b52d571d,1.0,1.0,4.0,1.0,1.0,1.0,1990,9,24,42.0,2010-01-01,,0.0,0.0,,""Engenharia, produção e construção"""
"38709,41e1398eae50b95333ea3499c507b153b16d9c87,1.0,1.0,4.0,1.0,1.0,1.0,1991,10,11,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38711,0bfc3797ebecb99adb09cd2f8669cbe66e0ed1d3,2.0,1.0,4.0,1.0,1.0,1.0,1995,6,12,51.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38713,0c1a9501c48b7cf511e298c6e669476fe2d7b1a1,1.0,4.0,4.0,1.0,1.0,1.0,1961,10,27,42.0,2015-01-07,,,1.0,0.0,""Engenharia, produção e construção"""
"38714,97a901bbabdf4762947c0ed0ab1d9d024f96d511,5.0,1.0,2.0,1.0,1.0,0.0,1994,5,20,35.0,2013-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38723,e757e5de59c74363e91071edeb8f5b0886d3a72b,5.0,1.0,3.0,1.0,1.0,0.0,1990,4,24,42.0,2012-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38724,8419cb4baa5d0cd9f5ec37d46e6368333244faa8,5.0,2.0,3.0,1.0,1.0,1.0,1981,9,21,42.0,2005-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38730,8183a83e8a69775bf30e067cb7895fd1c3589a29,5.0,2.0,1.0,1.0,1.0,1.0,1994,8,23,42.0,2014-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38734,1faf2011fcab57355c6a35e9ae6d8c7498126758,1.0,1.0,4.0,1.0,1.0,1.0,1997,1,7,42.0,2015-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38740,ab39c413439451d07c411c6432c0ef8d90e5ac7b,5.0,2.0,3.0,1.0,1.0,1.0,1989,3,13,42.0,2015-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38750,3c66c942298e46e777c00dfc6866aa1ea3fdd847,1.0,4.0,4.0,3.0,1.0,1.0,1989,10,2,43.0,2010-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"38759,4dc731b168e06d30df5bde9bcf3af499501a5918,1.0,1.0,4.0,1.0,1.0,2.0,1991,4,15,,2015-01-07,,1.0,0.0,0.0,""Engenharia, produção e construção"""
"38760,8be29a8505aa8580eaedc9e2e2868e0374467c6a,1.0,1.0,4.0,1.0,1.0,2.0,1997,4,25,42.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38764,cca334cfec9347d0e5f3db4b31cf111443dc03e3,1.0,1.0,4.0,1.0,1.0,1.0,1994,12,6,42.0,2013-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38766,00efdf78f2d6b9b8e37010f3c4a907b4dacd943d,1.0,4.0,3.0,3.0,1.0,0.0,1994,6,15,42.0,2015-01-01,,,1.0,0.0,""Engenharia, produção e construção"""
"38767,5315515b5f62da144b7877fbaaa190669ccc1d83,2.0,1.0,3.0,1.0,1.0,1.0,1993,9,16,42.0,2011-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38773,74f3491db123b5df7356969575a104d41053b173,5.0,2.0,3.0,1.0,1.0,1.0,1987,3,31,42.0,2010-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38783,234205873546701c31752ae00682cb553fcd9fa0,5.0,1.0,3.0,1.0,1.0,0.0,1975,11,23,,2013-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38792,ad8778f2d8cd89000e3b3e23aba5a2997c9fec6b,1.0,1.0,4.0,1.0,1.0,1.0,1990,11,15,43.0,2012-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38797,7021cbffe39f7fd8b05b43633d250596ae144a54,1.0,4.0,4.0,1.0,1.0,1.0,1990,10,16,42.0,2015-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"38806,f0e3cf1b4beeb6a217506f5df183350b5aa28616,5.0,1.0,3.0,1.0,1.0,3.0,1985,10,9,,2015-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38808,669ad4865b6ddc0a6276764923510824f5b5de15,1.0,1.0,4.0,1.0,1.0,1.0,1995,11,6,42.0,2014-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38810,ce540122c134f3cf72ea6cdf8c78086700d06095,4.0,3.0,3.0,1.0,1.0,3.0,1990,12,3,,2012-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38812,f891d1a20dcddbbba8c8d5397de69a7d9363e05f,1.0,1.0,4.0,1.0,1.0,3.0,1995,6,6,53.0,2013-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38816,6b6bb80fdba785f1fd32f9a84bc1f5cb9ced2af6,5.0,1.0,3.0,1.0,1.0,1.0,1998,8,9,42.0,2016-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38819,edd02b562316612c8292f6a1e99e3317f725cf2b,1.0,1.0,4.0,1.0,1.0,1.0,1996,11,14,42.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38822,1560764c0e8d20b157bc9fb7dc640258e8699753,2.0,1.0,4.0,1.0,1.0,0.0,1995,9,4,42.0,2013-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38827,95107efa3e897158bd8b18fdcfc5f877439d7c29,1.0,1.0,4.0,1.0,1.0,1.0,1983,5,20,42.0,2011-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38834,0441a61035bb3b5727a653736114411227770a57,2.0,1.0,4.0,1.0,1.0,1.0,1992,9,16,42.0,2013-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38835,d13ad7636d28e3ec90bb7bb4d16fd2d9ca8d8470,5.0,2.0,3.0,1.0,1.0,1.0,1995,4,20,41.0,2013-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38836,87f38ca5724257485ee353e5711cf94f267b5294,1.0,1.0,4.0,1.0,1.0,1.0,1993,5,24,42.0,2011-01-01,,0.0,1.0,,""Engenharia, produção e construção"""
"38839,188a8b5a0266e4aa5dd2c8ed4f96b96a65137c9d,2.0,1.0,4.0,1.0,1.0,1.0,1998,9,16,42.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38845,92022cc63c3081ba779e6c90c8c735961a115893,5.0,2.0,3.0,1.0,1.0,1.0,1994,3,26,42.0,2014-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38849,ba41fed31cbf8791416e9f58f7742d099d397fff,5.0,1.0,3.0,1.0,1.0,1.0,1992,2,18,42.0,2016-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38851,291f8fbc8fffe38971935b3fae380e08da459678,5.0,2.0,3.0,1.0,1.0,4.0,1978,10,24,41.0,2011-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38853,149a88bfccb84069de6eb1e7d195a896d5fbc39e,1.0,1.0,4.0,1.0,1.0,4.0,1995,1,17,42.0,2013-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38856,80cfbf7421719e7f3c4d646bf039e74c171b3612,1.0,1.0,4.0,1.0,1.0,1.0,1994,7,14,35.0,2013-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38857,f72f624965f63153c8c5752ddc5e37060fa86063,5.0,1.0,3.0,3.0,1.0,0.0,1989,5,12,42.0,2013-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38858,3f0f93a3c9beeddec557d548135f258c356ae47b,1.0,1.0,4.0,1.0,1.0,1.0,1992,3,8,33.0,2010-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"38865,cd356b0974bd907c81ed97025fcdc1514deacf66,4.0,3.0,3.0,1.0,1.0,2.0,1980,12,23,,2015-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38867,5138037b2dac454f7b3999832f9ecc27ee425d28,5.0,1.0,3.0,1.0,1.0,0.0,1996,1,7,42.0,2014-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38871,8c2f4783d5c280135b12a0e733ff1cc7f686aa77,2.0,1.0,4.0,1.0,1.0,1.0,1990,6,15,42.0,2010-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38873,b33ac6ea5b7e6ce9125b427c856fcb8cd81f938d,1.0,4.0,3.0,3.0,1.0,0.0,1974,2,5,43.0,2016-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"38879,f348a1608e850f7583860ea1fbf88ed3d1f97cbc,1.0,1.0,4.0,1.0,1.0,1.0,1996,9,17,35.0,2015-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"38880,91067b9fa20f4d89f04c134847d300bce49829d0,4.0,3.0,3.0,1.0,1.0,0.0,1994,3,15,,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38883,9f5b21e555d54822f8cc55e2d93bdc8bed79d7ca,1.0,1.0,4.0,1.0,1.0,3.0,1995,5,1,33.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38885,eabbac62e8590adf8029489d5b83134f0a342d0a,1.0,1.0,4.0,1.0,1.0,1.0,1995,8,18,42.0,2013-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38888,73995d6ec38e87bf867c86469f80bf8dad9c4081,2.0,1.0,4.0,1.0,1.0,1.0,1992,2,6,42.0,2011-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38891,19faf09db1aeff5e181bc4ff37dc0587db1c1dbb,2.0,1.0,4.0,1.0,1.0,0.0,1994,3,13,29.0,2012-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38899,aab34f7b94cbf8370cce7962c27c06c830397d5e,1.0,4.0,3.0,3.0,1.0,1.0,1993,2,1,42.0,2011-01-01,,,1.0,0.0,""Engenharia, produção e construção"""
"38900,30d62e7338a7d0502900a9abab83f1ca76fdab7d,5.0,1.0,3.0,1.0,1.0,1.0,1992,10,21,42.0,2012-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38905,ded02a886915cd2bba70a5017804f7c92ad2678f,5.0,2.0,3.0,1.0,1.0,1.0,1976,5,30,42.0,2014-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38912,5f1cde74dd907995c17bb382f5256a4e3a33a56f,2.0,1.0,4.0,1.0,1.0,1.0,1990,5,7,42.0,2009-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38916,30f34f7af13631db2c9db24215bc446c1f2d85e8,1.0,1.0,4.0,1.0,1.0,1.0,1994,6,19,42.0,2012-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38917,d31a180f126dcaf88cc1df8254892a6861861cf9,1.0,1.0,4.0,1.0,1.0,3.0,1984,7,25,15.0,2016-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38918,df2db876b080d96134ec0de88d9e39bb2569b797,4.0,3.0,3.0,1.0,1.0,3.0,1990,8,21,,2014-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38922,46408e37d554854b6dabdfa18488e17bc9158810,1.0,1.0,4.0,1.0,1.0,1.0,1993,4,28,35.0,2011-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38923,2da39495d323ab6500ca380b460e6b96747f862d,5.0,2.0,3.0,1.0,1.0,1.0,1996,5,19,42.0,2014-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38924,7692847067efd4f40764d7d043997d5d556b0f5b,5.0,2.0,3.0,1.0,1.0,1.0,1993,12,18,41.0,2014-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38928,36f33a8c599f3cd271cc1a024791c34efdbdc1f8,1.0,1.0,4.0,1.0,1.0,1.0,1996,9,9,42.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38930,bec952b4070b50deaf1070c2f62b2bc287a83b93,1.0,1.0,4.0,1.0,1.0,1.0,1998,7,3,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38932,b14e4f6a3173742c15be385f01027e0bc859fb53,5.0,2.0,1.0,1.0,1.0,1.0,1996,7,16,42.0,2014-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38933,17de1e437a4271d876481cce25abca657e874530,1.0,1.0,4.0,1.0,1.0,1.0,1992,9,27,42.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38938,da1c9de19b8ef98855b90a7352cc64139772c556,5.0,2.0,3.0,1.0,1.0,3.0,1992,7,18,42.0,2016-01-07,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38941,123a0543a9c2ef5e0cd99b077a1ae2eee3afd0c9,5.0,2.0,3.0,1.0,1.0,1.0,1986,9,1,42.0,2015-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38947,907db01f8ada24ee2127c74d5ad0c44a1fbbca2b,1.0,1.0,4.0,1.0,1.0,1.0,1998,3,11,42.0,2016-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38948,6eb5f61d74f37790a02ca9629fe3805633f4d4d3,1.0,1.0,4.0,1.0,1.0,1.0,1992,10,3,42.0,2014-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38954,4d39b2b6c61bef1fe78cee7d3693f60cd44cb2e6,2.0,1.0,4.0,1.0,1.0,1.0,1994,4,5,42.0,2013-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38955,f27ebd401ac4412044320a77d18795f28b6e7bd6,5.0,1.0,3.0,1.0,1.0,0.0,1994,4,25,,2012-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38963,641796a74f53e7f1205640de77af58479f0ab1e3,5.0,2.0,1.0,1.0,1.0,1.0,1997,6,12,42.0,2015-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38969,2baeab1d2ad1cb73ed2a52def4c4502410cdaf5d,1.0,1.0,4.0,1.0,1.0,1.0,1993,7,7,42.0,2011-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38971,a137b1c728e58b94313f26909d99183343378415,2.0,1.0,3.0,1.0,1.0,1.0,1994,3,18,42.0,2012-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"38976,7a32af330eeea7b4210a353039aad3cebd11883a,1.0,1.0,4.0,1.0,1.0,1.0,1997,5,28,42.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38977,9224b662ef2d0264b58bad0d7f65cc41967d6748,5.0,2.0,1.0,1.0,1.0,1.0,1979,8,31,42.0,2014-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38992,3ffc7ed03db9cb509528bcfd867f3882e4d47ac1,1.0,1.0,4.0,1.0,1.0,1.0,1992,5,16,43.0,2014-01-01,,0.0,0.0,,""Engenharia, produção e construção"""
"38993,443c6fd3d325bfb587d1378ccb8cbb45482e51f4,5.0,2.0,3.0,1.0,1.0,1.0,1978,12,29,42.0,2014-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"38999,1a7381b5a9a20a3f64fabccd111f9e9934aab09b,5.0,3.0,3.0,3.0,1.0,1.0,1968,9,20,42.0,2011-01-07,0.0,,0.0,0.0,""Engenharia, produção e construção"""
